수집시간,단지명,구,동,거래유형,층,면적(m2),평,보증금,월세,가격(억),타입,방향,매물ID,URL
2026-06-26 06:08:24,가락금호,송파구,가락동,매매,고,59.91,18.12,205000,0,20.5,25A,,49234023,https://www.zigbang.com/home/apt/items/49234023
2026-06-26 06:08:24,가락대림,송파구,가락동,매매,중,68.78,20.81,155000,0,15.5,27,,49270265,https://www.zigbang.com/home/apt/items/49270265
2026-06-26 06:08:24,가락대림,송파구,가락동,매매,중,84.11,25.44,176000,0,17.6,31,,49270335,https://www.zigbang.com/home/apt/items/49270335
2026-06-26 06:08:24,가락대림,송파구,가락동,매매,저,99.38,30.06,217000,0,21.7,36,,49428507,https://www.zigbang.com/home/apt/items/49428507
2026-06-26 06:08:24,가락대림,송파구,가락동,매매,중,120.96,36.59,220000,0,22.0,44,,49428467,https://www.zigbang.com/home/apt/items/49428467
2026-06-26 06:08:24,가락대림,송파구,가락동,매매,저,120.96,36.59,220000,0,22.0,44,,49428334,https://www.zigbang.com/home/apt/items/49428334
2026-06-26 06:08:24,가락대림,송파구,가락동,매매,11,120.96,36.59,230000,0,23.0,44,,245523,https://www.zigbang.com/home/apt/items/245523
2026-06-26 06:08:24,가락대림,송파구,가락동,매매,12,120.96,36.59,230000,0,23.0,44,,242752,https://www.zigbang.com/home/apt/items/242752
2026-06-26 06:08:24,가락삼환,송파구,가락동,매매,7,72.88,22.05,205000,0,20.5,28B,,49488682,https://www.zigbang.com/home/apt/items/49488682
2026-06-26 06:08:24,가락스타클래스,송파구,가락동,매매,고,84.93,25.69,170000,0,17.0,33B,,49488744,https://www.zigbang.com/home/apt/items/49488744
2026-06-26 06:08:24,가락스타클래스,송파구,가락동,매매,고,115.94,35.07,190000,0,19.0,45,,49488745,https://www.zigbang.com/home/apt/items/49488745
2026-06-26 06:08:24,가락쌍용1차,송파구,가락동,매매,저,59.92,18.13,195000,0,19.5,25,,49016512,https://www.zigbang.com/home/apt/items/49016512
2026-06-26 06:08:24,가락쌍용1차,송파구,가락동,매매,고,59.92,18.13,210000,0,21.0,25,,49234181,https://www.zigbang.com/home/apt/items/49234181
2026-06-26 06:08:24,가락쌍용1차,송파구,가락동,매매,2,84.69,25.62,240000,0,24.0,33,,207005,https://www.zigbang.com/home/apt/items/207005
2026-06-26 06:08:24,가락쌍용1차,송파구,가락동,매매,1,84.69,25.62,240000,0,24.0,33,,192136,https://www.zigbang.com/home/apt/items/192136
